"lakeid","station","year4","sample_date","species_code","species_name","density","individuals_measured","avg_length"
"TR",2,2002,"2002-09-11",63613,"TRICHOCERCA PORCELLUS",1.4,,
"TR",2,2002,"2002-09-11",63617,"TRICHOCERCA SIMILIS",0.6,,
"TR",2,2002,"2002-10-08",10000,"COPEPOD NAUPLII",6.2,,
"TR",2,2002,"2002-10-08",20302,"DIACYCLOPS THOMASI",6,,
"TR",2,2002,"2002-10-08",20601,"MESOCYCLOPS EDAX",0.9,,
"TR",2,2002,"2002-10-08",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",1.2,,
"TR",2,2002,"2002-10-08",30000,"CALANOID",2.2,,
"TR",2,2002,"2002-10-08",50700,"BOSMINIDAE",2.2,,
"TR",2,2002,"2002-10-08",51100,"DAPHNIA",0.6,,
"TR",2,2002,"2002-10-08",51103,"DAPHNIA MENDOTAE",0.6,,
"TR",2,2002,"2002-10-08",51107,"DAPHNIA RETROCURVA",1.1,,
"TR",2,2002,"2002-10-08",51202,"DIAPHANOSOMA BIRGEI",0.3,,
"TR",2,2002,"2002-10-08",60900,"CONOCHILUS",5.9,,
"TR",2,2002,"2002-10-08",61502,"GASTROPUS STYLIFER",1.4,,
"TR",2,2002,"2002-10-08",61702,"KELLICOTTIA LONGISPINA",1.1,,
"TR",2,2002,"2002-10-08",61801,"KERATELLA COCHLEARIS",25.8,,
"TR",2,2002,"2002-10-08",61803,"KERATELLA CRASSA",4.5,,
"TR",2,2002,"2002-10-08",61804,"KERATELLA EARLINAE",5,,
"TR",2,2002,"2002-10-08",61808,"KERATELLA TAUROCEPHALA",0.3,,
"TR",2,2002,"2002-10-08",62604,"NOTHOLCA FOLIACEA",0.3,,
"TR",2,2002,"2002-10-08",63003,"POLYARTHRA MAJOR",1.7,,
"TR",2,2002,"2002-10-08",63004,"POLYARTHRA REMATA",13.4,,
"TR",2,2002,"2002-10-08",63005,"POLYARTHRA VULGARIS",9.2,,
"TR",2,2002,"2002-10-08",63602,"TRICHOCERCA BIROSTRIS",0.6,,
"TR",2,2002,"2002-10-08",63603,"TRICHOCERCA CYLINDRICA",1.7,,
"TR",2,2002,"2002-10-08",63613,"TRICHOCERCA PORCELLUS",0.6,,
"TR",2,2002,"2002-11-06",10000,"COPEPOD NAUPLII",11.2,,
"TR",2,2002,"2002-11-06",20302,"DIACYCLOPS THOMASI",15.5,,
"TR",2,2002,"2002-11-06",20601,"MESOCYCLOPS EDAX",0.3,,
"TR",2,2002,"2002-11-06",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.9,,
"TR",2,2002,"2002-11-06",30403,"LEPTODIAPTOMUS SICILIS",1.4,,
"TR",2,2002,"2002-11-06",30801,"SKISTODIAPTOMUS OREGONENSIS",1.7,,
"TR",2,2002,"2002-11-06",50700,"BOSMINIDAE",14.8,,
"TR",2,2002,"2002-11-06",51000,"CHYDORUS",0.3,,
"TR",2,2002,"2002-11-06",51107,"DAPHNIA RETROCURVA",1.7,,
"TR",2,2002,"2002-11-06",60900,"CONOCHILUS",1.1,,
"TR",2,2002,"2002-11-06",61402,"FILINIA TERMINALIS",0.6,,
"TR",2,2002,"2002-11-06",61502,"GASTROPUS STYLIFER",2.8,,
"TR",2,2002,"2002-11-06",61701,"KELLICOTTIA BOSTONIENSIS",1.1,,
"TR",2,2002,"2002-11-06",61702,"KELLICOTTIA LONGISPINA",11.2,,
"TR",2,2002,"2002-11-06",61801,"KERATELLA COCHLEARIS",112.6,,
"TR",2,2002,"2002-11-06",61803,"KERATELLA CRASSA",11.8,,
"TR",2,2002,"2002-11-06",61804,"KERATELLA EARLINAE",8.4,,
"TR",2,2002,"2002-11-06",62604,"NOTHOLCA FOLIACEA",5.6,,
"TR",2,2002,"2002-11-06",63003,"POLYARTHRA MAJOR",10.6,,
"TR",2,2002,"2002-11-06",63004,"POLYARTHRA REMATA",28.6,,
"TR",2,2002,"2002-11-06",63005,"POLYARTHRA VULGARIS",13.4,,
"TR",2,2002,"2002-11-06",63400,"SYNCHAETA",0.6,,
"TR",2,2002,"2002-11-06",63603,"TRICHOCERCA CYLINDRICA",0.6,,
"TR",2,2002,"2002-11-06",63613,"TRICHOCERCA PORCELLUS",10.1,,
"TR",2,2002,"2002-11-06",63616,"TRICHOCERCA ROUSSELETI",7.3,,
"TR",2,2003,"2003-03-11",10000,"COPEPOD NAUPLII",57.4,,
"TR",2,2003,"2003-03-11",20302,"DIACYCLOPS THOMASI",12.7,,
"TR",2,2003,"2003-03-11",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",2,,
"TR",2,2003,"2003-03-11",30403,"LEPTODIAPTOMUS SICILIS",1.5,,
"TR",2,2003,"2003-03-11",50700,"BOSMINIDAE",1.4,,
"TR",2,2003,"2003-03-11",60300,"ASPLANCHNA",1.7,,
"TR",2,2003,"2003-03-11",60800,"CONOCHILOIDES",1.4,,
"TR",2,2003,"2003-03-11",61402,"FILINIA TERMINALIS",1.1,,
"TR",2,2003,"2003-03-11",61502,"GASTROPUS STYLIFER",0.3,,
"TR",2,2003,"2003-03-11",61702,"KELLICOTTIA LONGISPINA",14.6,,
"TR",2,2003,"2003-03-11",61801,"KERATELLA COCHLEARIS",2.8,,
"TR",2,2003,"2003-03-11",61803,"KERATELLA CRASSA",2.8,,
"TR",2,2003,"2003-03-11",61804,"KERATELLA EARLINAE",2.5,,
"TR",2,2003,"2003-03-11",61805,"KERATELLA HIEMALIS",1.4,,
"TR",2,2003,"2003-03-11",62604,"NOTHOLCA FOLIACEA",0.3,,
"TR",2,2003,"2003-03-11",62607,"NOTHOLCA MICHIGANENSIS",1.1,,
"TR",2,2003,"2003-03-11",63001,"POLYARTHRA DOLICHOPTERA",0.8,,
"TR",2,2003,"2003-03-11",63004,"POLYARTHRA REMATA",0.8,,
"TR",2,2003,"2003-03-11",63005,"POLYARTHRA VULGARIS",12.6,,
"TR",2,2003,"2003-03-11",63400,"SYNCHAETA",2.2,,
"TR",2,2003,"2003-05-01",10000,"COPEPOD NAUPLII",61.6,,
"TR",2,2003,"2003-05-01",20000,"CYCLOPOID",5,,
"TR",2,2003,"2003-05-01",20302,"DIACYCLOPS THOMASI",9.7,,
"TR",2,2003,"2003-05-01",20601,"MESOCYCLOPS EDAX",0.3,,
"TR",2,2003,"2003-05-01",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.8,,
"TR",2,2003,"2003-05-01",30403,"LEPTODIAPTOMUS SICILIS",2.8,,
"TR",2,2003,"2003-05-01",50700,"BOSMINIDAE",0.8,,
"TR",2,2003,"2003-05-01",60300,"ASPLANCHNA",1.7,,
"TR",2,2003,"2003-05-01",60800,"CONOCHILOIDES",2.2,,
"TR",2,2003,"2003-05-01",60900,"CONOCHILUS",3.4,,
"TR",2,2003,"2003-05-01",61402,"FILINIA TERMINALIS",9,,
"TR",2,2003,"2003-05-01",61502,"GASTROPUS STYLIFER",5.6,,
"TR",2,2003,"2003-05-01",61702,"KELLICOTTIA LONGISPINA",48.2,,
"TR",2,2003,"2003-05-01",61801,"KERATELLA COCHLEARIS",25.8,,
"TR",2,2003,"2003-05-01",61803,"KERATELLA CRASSA",1.1,,
"TR",2,2003,"2003-05-01",61804,"KERATELLA EARLINAE",1.1,,
"TR",2,2003,"2003-05-01",61805,"KERATELLA HIEMALIS",2.2,,
"TR",2,2003,"2003-05-01",61806,"KERATELLA QUADRATA",1.7,,
"TR",2,2003,"2003-05-01",62604,"NOTHOLCA FOLIACEA",1.1,,
"TR",2,2003,"2003-05-01",62607,"NOTHOLCA MICHIGANENSIS",2.8,,
"TR",2,2003,"2003-05-01",63001,"POLYARTHRA DOLICHOPTERA",95.2,,
"TR",2,2003,"2003-05-01",63004,"POLYARTHRA REMATA",5.6,,
"TR",2,2003,"2003-05-01",63005,"POLYARTHRA VULGARIS",36.4,,
"TR",2,2003,"2003-05-01",63400,"SYNCHAETA",13.4,,
"TR",2,2003,"2003-05-29",10000,"COPEPOD NAUPLII",31.4,,
"TR",2,2003,"2003-05-29",20302,"DIACYCLOPS THOMASI",17,,
"TR",2,2003,"2003-05-29",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.8,,
"TR",2,2003,"2003-05-29",30000,"CALANOID",2,,
"TR",2,2003,"2003-05-29",50700,"BOSMINIDAE",2.2,,
"TR",2,2003,"2003-05-29",51000,"CHYDORUS",0.3,,
"TR",2,2003,"2003-05-29",51100,"DAPHNIA",1.4,,
"TR",2,2003,"2003-05-29",51104,"DAPHNIA LONGIREMIS",0.3,,
"TR",2,2003,"2003-05-29",60300,"ASPLANCHNA",3.9,,
"TR",2,2003,"2003-05-29",60900,"CONOCHILUS",12.3,,
"TR",2,2003,"2003-05-29",61402,"FILINIA TERMINALIS",5,,
"TR",2,2003,"2003-05-29",61502,"GASTROPUS STYLIFER",5,,
"TR",2,2003,"2003-05-29",61702,"KELLICOTTIA LONGISPINA",70.6,,
"TR",2,2003,"2003-05-29",61801,"KERATELLA COCHLEARIS",103,,
"TR",2,2003,"2003-05-29",61803,"KERATELLA CRASSA",6.7,,
"TR",2,2003,"2003-05-29",61804,"KERATELLA EARLINAE",12.9,,
"TR",2,2003,"2003-05-29",61805,"KERATELLA HIEMALIS",0.6,,
"TR",2,2003,"2003-05-29",61806,"KERATELLA QUADRATA",1.1,,
"TR",2,2003,"2003-05-29",62604,"NOTHOLCA FOLIACEA",4.5,,
"TR",2,2003,"2003-05-29",62607,"NOTHOLCA MICHIGANENSIS",0.6,,
"TR",2,2003,"2003-05-29",63001,"POLYARTHRA DOLICHOPTERA",87.9,,
"TR",2,2003,"2003-05-29",63004,"POLYARTHRA REMATA",9,,
"TR",2,2003,"2003-05-29",63005,"POLYARTHRA VULGARIS",39.8,,
"TR",2,2003,"2003-05-29",63400,"SYNCHAETA",6.7,,
"TR",2,2003,"2003-06-24",10000,"COPEPOD NAUPLII",48.7,,
"TR",2,2003,"2003-06-24",20302,"DIACYCLOPS THOMASI",24.1,,
"TR",2,2003,"2003-06-24",20601,"MESOCYCLOPS EDAX",0.3,,
"TR",2,2003,"2003-06-24",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",1.7,,
"TR",2,2003,"2003-06-24",30000,"CALANOID",5.2,,
"TR",2,2003,"2003-06-24",30402,"LEPTODIAPTOMUS MINUTUS",0.6,,
"TR",2,2003,"2003-06-24",30403,"LEPTODIAPTOMUS SICILIS",0.3,,
"TR",2,2003,"2003-06-24",30801,"SKISTODIAPTOMUS OREGONENSIS",0.3,,
"TR",2,2003,"2003-06-24",50700,"BOSMINIDAE",7.3,,
"TR",2,2003,"2003-06-24",51000,"CHYDORUS",0.3,,
"TR",2,2003,"2003-06-24",51100,"DAPHNIA",6.4,,
"TR",2,2003,"2003-06-24",51104,"DAPHNIA LONGIREMIS",5.3,,
"TR",2,2003,"2003-06-24",51107,"DAPHNIA RETROCURVA",2,,
"TR",2,2003,"2003-06-24",51801,"HOLOPEDIUM GIBBERUM",0.3,,
"TR",2,2003,"2003-06-24",60300,"ASPLANCHNA",7.3,,
"TR",2,2003,"2003-06-24",60900,"CONOCHILUS",31.4,,
"TR",2,2003,"2003-06-24",61402,"FILINIA TERMINALIS",5,,
"TR",2,2003,"2003-06-24",61502,"GASTROPUS STYLIFER",4.5,,
"TR",2,2003,"2003-06-24",61702,"KELLICOTTIA LONGISPINA",53.2,,
"TR",2,2003,"2003-06-24",61801,"KERATELLA COCHLEARIS",105.3,,
"TR",2,2003,"2003-06-24",61803,"KERATELLA CRASSA",3.4,,
"TR",2,2003,"2003-06-24",61804,"KERATELLA EARLINAE",20.2,,
"TR",2,2003,"2003-06-24",61806,"KERATELLA QUADRATA",10.1,,
"TR",2,2003,"2003-06-24",62604,"NOTHOLCA FOLIACEA",9,,
"TR",2,2003,"2003-06-24",63001,"POLYARTHRA DOLICHOPTERA",3.4,,
"TR",2,2003,"2003-06-24",63004,"POLYARTHRA REMATA",15.7,,
"TR",2,2003,"2003-06-24",63005,"POLYARTHRA VULGARIS",26.9,,
"TR",2,2003,"2003-06-24",63400,"SYNCHAETA",0.6,,
"TR",2,2003,"2003-06-24",63616,"TRICHOCERCA ROUSSELETI",4.5,,
"TR",2,2003,"2003-07-22",10000,"COPEPOD NAUPLII",34.7,,
"TR",2,2003,"2003-07-22",20000,"CYCLOPOID",5,,
"TR",2,2003,"2003-07-22",20101,"ACANTHOCYCLOPS VERNALIS",0.3,,
"TR",2,2003,"2003-07-22",20302,"DIACYCLOPS THOMASI",9.1,,
"TR",2,2003,"2003-07-22",20601,"MESOCYCLOPS EDAX",0.9,,
"TR",2,2003,"2003-07-22",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",2.6,,
"TR",2,2003,"2003-07-22",30000,"CALANOID",1.4,,
"TR",2,2003,"2003-07-22",30402,"LEPTODIAPTOMUS MINUTUS",0.3,,
"TR",2,2003,"2003-07-22",30801,"SKISTODIAPTOMUS OREGONENSIS",0.3,,
"TR",2,2003,"2003-07-22",50700,"BOSMINIDAE",2.2,,
"TR",2,2003,"2003-07-22",51103,"DAPHNIA MENDOTAE",0.6,,
"TR",2,2003,"2003-07-22",51104,"DAPHNIA LONGIREMIS",0.3,,
"TR",2,2003,"2003-07-22",51107,"DAPHNIA RETROCURVA",0.6,,
"TR",2,2003,"2003-07-22",51202,"DIAPHANOSOMA BIRGEI",3.1,,
"TR",2,2003,"2003-07-22",51801,"HOLOPEDIUM GIBBERUM",0.6,,
"TR",2,2003,"2003-07-22",60202,"ASCOMORPHA OVALIS",1.7,,
"TR",2,2003,"2003-07-22",60900,"CONOCHILUS",65.5,,
"TR",2,2003,"2003-07-22",61402,"FILINIA TERMINALIS",0.6,,
"TR",2,2003,"2003-07-22",61502,"GASTROPUS STYLIFER",3.4,,
"TR",2,2003,"2003-07-22",61702,"KELLICOTTIA LONGISPINA",20.7,,
"TR",2,2003,"2003-07-22",61801,"KERATELLA COCHLEARIS",52.6,,
"TR",2,2003,"2003-07-22",61803,"KERATELLA CRASSA",5,,
"TR",2,2003,"2003-07-22",61804,"KERATELLA EARLINAE",7.3,,
"TR",2,2003,"2003-07-22",61806,"KERATELLA QUADRATA",3.9,,
"TR",2,2003,"2003-07-22",62604,"NOTHOLCA FOLIACEA",2.2,,
"TR",2,2003,"2003-07-22",63003,"POLYARTHRA MAJOR",1.7,,
"TR",2,2003,"2003-07-22",63004,"POLYARTHRA REMATA",12.3,,
"TR",2,2003,"2003-07-22",63005,"POLYARTHRA VULGARIS",10.6,,
"TR",2,2003,"2003-07-22",63602,"TRICHOCERCA BIROSTRIS",6.7,,
"TR",2,2003,"2003-07-22",88888,"UNKNOWN ROTIFER",0.6,,
"TR",2,2003,"2003-08-19",10000,"COPEPOD NAUPLII",31.4,,
"TR",2,2003,"2003-08-19",20302,"DIACYCLOPS THOMASI",12.6,,
"TR",2,2003,"2003-08-19",20601,"MESOCYCLOPS EDAX",1.8,,
"TR",2,2003,"2003-08-19",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",1.7,,
"TR",2,2003,"2003-08-19",30000,"CALANOID",1.4,,
"TR",2,2003,"2003-08-19",30402,"LEPTODIAPTOMUS MINUTUS",0.9,,
"TR",2,2003,"2003-08-19",30801,"SKISTODIAPTOMUS OREGONENSIS",0.6,,
"TR",2,2003,"2003-08-19",50700,"BOSMINIDAE",1.4,,
"TR",2,2003,"2003-08-19",50900,"CERIODAPHNIA",0.3,,
"TR",2,2003,"2003-08-19",51000,"CHYDORUS",0.8,,
"TR",2,2003,"2003-08-19",51103,"DAPHNIA MENDOTAE",1.1,,
"TR",2,2003,"2003-08-19",51107,"DAPHNIA RETROCURVA",0.3,,
"TR",2,2003,"2003-08-19",51202,"DIAPHANOSOMA BIRGEI",2,,
"TR",2,2003,"2003-08-19",60900,"CONOCHILUS",29.1,,
"TR",2,2003,"2003-08-19",61402,"FILINIA TERMINALIS",0.6,,
"TR",2,2003,"2003-08-19",61502,"GASTROPUS STYLIFER",1.1,,
"TR",2,2003,"2003-08-19",61701,"KELLICOTTIA BOSTONIENSIS",0.6,,
"TR",2,2003,"2003-08-19",61702,"KELLICOTTIA LONGISPINA",12.3,,
"TR",2,2003,"2003-08-19",61801,"KERATELLA COCHLEARIS",79.5,,
"TR",2,2003,"2003-08-19",61803,"KERATELLA CRASSA",1.1,,
"TR",2,2003,"2003-08-19",61804,"KERATELLA EARLINAE",14,,
"TR",2,2003,"2003-08-19",61806,"KERATELLA QUADRATA",0.6,,
"TR",2,2003,"2003-08-19",61808,"KERATELLA TAUROCEPHALA",0.6,,
"TR",2,2003,"2003-08-19",61900,"LECANE",0.6,,
"TR",2,2003,"2003-08-19",62604,"NOTHOLCA FOLIACEA",3.9,,
"TR",2,2003,"2003-08-19",63003,"POLYARTHRA MAJOR",2.8,,
"TR",2,2003,"2003-08-19",63004,"POLYARTHRA REMATA",5.6,,
"TR",2,2003,"2003-08-19",63005,"POLYARTHRA VULGARIS",24.1,,
"TR",2,2003,"2003-08-19",63400,"SYNCHAETA",1.1,,
"TR",2,2003,"2003-08-19",63602,"TRICHOCERCA BIROSTRIS",2.8,,
"TR",2,2003,"2003-08-19",88888,"UNKNOWN ROTIFER",0.6,,
"TR",2,2003,"2003-09-22",10000,"COPEPOD NAUPLII",17.4,,
"TR",2,2003,"2003-09-22",20000,"CYCLOPOID",6.8,,
"TR",2,2003,"2003-09-22",20101,"ACANTHOCYCLOPS VERNALIS",0.6,,
"TR",2,2003,"2003-09-22",20302,"DIACYCLOPS THOMASI",8.5,,
"TR",2,2003,"2003-09-22",20601,"MESOCYCLOPS EDAX",0.9,,
"TR",2,2003,"2003-09-22",20701,"ORTHOCYCLOPS MODESTUS",0.3,,
"TR",2,2003,"2003-09-22",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",2.5,,
"TR",2,2003,"2003-09-22",30000,"CALANOID",0.9,,
"TR",2,2003,"2003-09-22",30402,"LEPTODIAPTOMUS MINUTUS",0.9,,
"TR",2,2003,"2003-09-22",30403,"LEPTODIAPTOMUS SICILIS",1.4,,
"TR",2,2003,"2003-09-22",30801,"SKISTODIAPTOMUS OREGONENSIS",0.3,,
"TR",2,2003,"2003-09-22",50700,"BOSMINIDAE",1.7,,
"TR",2,2003,"2003-09-22",51000,"CHYDORUS",0.3,,
"TR",2,2003,"2003-09-22",51103,"DAPHNIA MENDOTAE",1.7,,
"TR",2,2003,"2003-09-22",51107,"DAPHNIA RETROCURVA",0.6,,
"TR",2,2003,"2003-09-22",51202,"DIAPHANOSOMA BIRGEI",1.1,,
"TR",2,2003,"2003-09-22",60900,"CONOCHILUS",10.6,,
"TR",2,2003,"2003-09-22",61402,"FILINIA TERMINALIS",1.1,,
"TR",2,2003,"2003-09-22",61502,"GASTROPUS STYLIFER",1.4,,
"TR",2,2003,"2003-09-22",61701,"KELLICOTTIA BOSTONIENSIS",0.6,,
"TR",2,2003,"2003-09-22",61702,"KELLICOTTIA LONGISPINA",3.9,,
"TR",2,2003,"2003-09-22",61801,"KERATELLA COCHLEARIS",47.6,,
"TR",2,2003,"2003-09-22",61803,"KERATELLA CRASSA",9.2,,
"TR",2,2003,"2003-09-22",61804,"KERATELLA EARLINAE",17.9,,
"TR",2,2003,"2003-09-22",61808,"KERATELLA TAUROCEPHALA",0.6,,
"TR",2,2003,"2003-09-22",62604,"NOTHOLCA FOLIACEA",3.4,,
"TR",2,2003,"2003-09-22",63003,"POLYARTHRA MAJOR",2.5,,
"TR",2,2003,"2003-09-22",63004,"POLYARTHRA REMATA",10.9,,
"TR",2,2003,"2003-09-22",63005,"POLYARTHRA VULGARIS",14.6,,
"TR",2,2003,"2003-09-22",63603,"TRICHOCERCA CYLINDRICA",3.4,,
"TR",2,2003,"2003-09-22",63612,"TRICHOCERCA MULTICRINIS",1.1,,
"TR",2,2003,"2003-09-22",88888,"UNKNOWN ROTIFER",1.1,,
"TR",2,2003,"2003-10-15",10000,"COPEPOD NAUPLII",10.4,,
"TR",2,2003,"2003-10-15",20000,"CYCLOPOID",4.8,,
"TR",2,2003,"2003-10-15",20302,"DIACYCLOPS THOMASI",2.5,,
"TR",2,2003,"2003-10-15",20601,"MESOCYCLOPS EDAX",0.3,,
"TR",2,2003,"2003-10-15",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",2,,
"TR",2,2003,"2003-10-15",30000,"CALANOID",0.3,,
"TR",2,2003,"2003-10-15",30403,"LEPTODIAPTOMUS SICILIS",1.4,,
"TR",2,2003,"2003-10-15",30801,"SKISTODIAPTOMUS OREGONENSIS",0.6,,
"TR",2,2003,"2003-10-15",50700,"BOSMINIDAE",4.5,,
"TR",2,2003,"2003-10-15",50900,"CERIODAPHNIA",0.6,,
"TR",2,2003,"2003-10-15",51000,"CHYDORUS",0.3,,
"TR",2,2003,"2003-10-15",51103,"DAPHNIA MENDOTAE",3.3,,
"TR",2,2003,"2003-10-15",51202,"DIAPHANOSOMA BIRGEI",0.3,,
"TR",2,2003,"2003-10-15",51801,"HOLOPEDIUM GIBBERUM",0.6,,
"TR",2,2003,"2003-10-15",60202,"ASCOMORPHA OVALIS",1.1,,
"TR",2,2003,"2003-10-15",60600,"COLLOTHECA",1.1,,
"TR",2,2003,"2003-10-15",60900,"CONOCHILUS",2.5,,
"TR",2,2003,"2003-10-15",61402,"FILINIA TERMINALIS",0.3,,
"TR",2,2003,"2003-10-15",61502,"GASTROPUS STYLIFER",0.8,,
"TR",2,2003,"2003-10-15",61702,"KELLICOTTIA LONGISPINA",3.1,,
"TR",2,2003,"2003-10-15",61801,"KERATELLA COCHLEARIS",46.2,,
"TR",2,2003,"2003-10-15",61803,"KERATELLA CRASSA",12.6,,
"TR",2,2003,"2003-10-15",61804,"KERATELLA EARLINAE",9.2,,
"TR",2,2003,"2003-10-15",62400,"MONOSTYLA",0.3,,
"TR",2,2003,"2003-10-15",62604,"NOTHOLCA FOLIACEA",1.1,,
"TR",2,2003,"2003-10-15",63003,"POLYARTHRA MAJOR",7.3,,
"TR",2,2003,"2003-10-15",63004,"POLYARTHRA REMATA",29.7,,
"TR",2,2003,"2003-10-15",63005,"POLYARTHRA VULGARIS",9.5,,
"TR",2,2003,"2003-10-15",63603,"TRICHOCERCA CYLINDRICA",0.6,,
"TR",2,2003,"2003-10-15",63612,"TRICHOCERCA MULTICRINIS",0.6,,
"TR",2,2003,"2003-10-15",63613,"TRICHOCERCA PORCELLUS",3.4,,
"TR",2,2003,"2003-10-15",88888,"UNKNOWN ROTIFER",1.1,,
"TR",2,2003,"2003-11-21",10000,"COPEPOD NAUPLII",18.2,,
"TR",2,2003,"2003-11-21",20000,"CYCLOPOID",0.8,,
"TR",2,2003,"2003-11-21",20101,"ACANTHOCYCLOPS VERNALIS",0.6,,
"TR",2,2003,"2003-11-21",20302,"DIACYCLOPS THOMASI",3.9,,
"TR",2,2003,"2003-11-21",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.3,,
"TR",2,2003,"2003-11-21",30403,"LEPTODIAPTOMUS SICILIS",0.3,,
"TR",2,2003,"2003-11-21",30801,"SKISTODIAPTOMUS OREGONENSIS",0.6,,
"TR",2,2003,"2003-11-21",50700,"BOSMINIDAE",8.4,,
"TR",2,2003,"2003-11-21",51103,"DAPHNIA MENDOTAE",0.6,,
"TR",2,2003,"2003-11-21",60900,"CONOCHILUS",1.4,,
"TR",2,2003,"2003-11-21",61402,"FILINIA TERMINALIS",0.3,,
"TR",2,2003,"2003-11-21",61502,"GASTROPUS STYLIFER",8.4,,
"TR",2,2003,"2003-11-21",61702,"KELLICOTTIA LONGISPINA",2.8,,
"TR",2,2003,"2003-11-21",61801,"KERATELLA COCHLEARIS",32.5,,
"TR",2,2003,"2003-11-21",61803,"KERATELLA CRASSA",12,,
"TR",2,2003,"2003-11-21",61804,"KERATELLA EARLINAE",6.4,,
"TR",2,2003,"2003-11-21",61805,"KERATELLA HIEMALIS",0.3,,
"TR",2,2003,"2003-11-21",61808,"KERATELLA TAUROCEPHALA",0.3,,
"TR",2,2003,"2003-11-21",62604,"NOTHOLCA FOLIACEA",2.2,,
"TR",2,2003,"2003-11-21",62607,"NOTHOLCA MICHIGANENSIS",0.3,,
"TR",2,2003,"2003-11-21",63004,"POLYARTHRA REMATA",6.7,,
"TR",2,2003,"2003-11-21",63005,"POLYARTHRA VULGARIS",11.2,,
"TR",2,2003,"2003-11-21",63400,"SYNCHAETA",1.1,,
"TR",2,2003,"2003-11-21",63602,"TRICHOCERCA BIROSTRIS",0.6,,
"TR",2,2003,"2003-11-21",63613,"TRICHOCERCA PORCELLUS",1.1,,
"TR",2,2004,"2004-02-16",10000,"COPEPOD NAUPLII",33,,
"TR",2,2004,"2004-02-16",20302,"DIACYCLOPS THOMASI",3.4,,
"TR",2,2004,"2004-02-16",20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.6,,
"TR",2,2004,"2004-02-16",30000,"CALANOID",0.3,,
"TR",2,2004,"2004-02-16",30403,"LEPTODIAPTOMUS SICILIS",2.3,,
"TR",2,2004,"2004-02-16",30801,"SKISTODIAPTOMUS OREGONENSIS",0.9,,
"TR",2,2004,"2004-02-16",50700,"BOSMINIDAE",3.1,,
"TR",2,2004,"2004-02-16",60300,"ASPLANCHNA",0.8,,
"TR",2,2004,"2004-02-16",60900,"CONOCHILUS",0.3,,
"TR",2,2004,"2004-02-16",61402,"FILINIA TERMINALIS",0.6,,
"TR",2,2004,"2004-02-16",61701,"KELLICOTTIA BOSTONIENSIS",0.3,,
"TR",2,2004,"2004-02-16",61702,"KELLICOTTIA LONGISPINA",8.7,,
"TR",2,2004,"2004-02-16",61801,"KERATELLA COCHLEARIS",15.1,,
"TR",2,2004,"2004-02-16",61803,"KERATELLA CRASSA",2.2,,
"TR",2,2004,"2004-02-16",61804,"KERATELLA EARLINAE",2.5,,
"TR",2,2004,"2004-02-16",61805,"KERATELLA HIEMALIS",0.3,,
"TR",2,2004,"2004-02-16",62604,"NOTHOLCA FOLIACEA",4.2,,
"TR",2,2004,"2004-02-16",62607,"NOTHOLCA MICHIGANENSIS",1.4,,
"TR",2,2004,"2004-02-16",63004,"POLYARTHRA REMATA",0.8,,
"TR",2,2004,"2004-02-16",63005,"POLYARTHRA VULGARIS",15.7,,
"TR",2,2004,"2004-02-16",63400,"SYNCHAETA",3.6,,
"TR",2,2004,"2004-02-16",63612,"TRICHOCERCA MULTICRINIS",0.3,,
"TR",2,2004,"2004-04-28",10000,"COPEPOD NAUPLII",18.8,,
"TR",2,2004,"2004-04-28",20302,"DIACYCLOPS THOMASI",4,,
"TR",2,2004,"2004-04-28",30000,"CALANOID",0.3,,
"TR",2,2004,"2004-04-28",51100,"DAPHNIA",0.3,,
"TR",2,2004,"2004-04-28",60800,"CONOCHILOIDES",2.5,,
"TR",2,2004,"2004-04-28",60900,"CONOCHILUS",1.7,,
"TR",2,2004,"2004-04-28",61402,"FILINIA TERMINALIS",0.6,,
"TR",2,2004,"2004-04-28",61502,"GASTROPUS STYLIFER",0.6,,
"TR",2,2004,"2004-04-28",61702,"KELLICOTTIA LONGISPINA",16.8,,
"TR",2,2004,"2004-04-28",61801,"KERATELLA COCHLEARIS",11.2,,
"TR",2,2004,"2004-04-28",61804,"KERATELLA EARLINAE",1.1,,
"TR",2,2004,"2004-04-28",61805,"KERATELLA HIEMALIS",0.3,,
"TR",2,2004,"2004-04-28",61806,"KERATELLA QUADRATA",0.3,,
"TR",2,2004,"2004-04-28",62607,"NOTHOLCA MICHIGANENSIS",0.6,,
"TR",2,2004,"2004-04-28",63001,"POLYARTHRA DOLICHOPTERA",0.6,,
"TR",2,2004,"2004-04-28",63004,"POLYARTHRA REMATA",2.8,,
"TR",2,2004,"2004-04-28",63005,"POLYARTHRA VULGARIS",8.7,,
